image_path,distractor_1,distractor_2,flag,ar,annotator_id,text
103199.jpg,I should shop in the philippines because passion fruit is all around there ,I should shop in the philippines because love birds carry all bags,,I should shop in the philippines  because they are pro-enviorment ,2,"human
nature
Issue No. 1 Volume 2011 Php 6.00
Love Minevals
Passion Fruit
Hydrating Lipstick
Intro Price: Php195
NEW
Home sized All Around
Spray Sanitizer p15
BALM LICIOUS
Php54.75 Lip Balms p25
New Design
Love Birds Camy all Bag
p23
Introducing Marujaine Louise Viemes, Human Nature Philippine Ambassador
PRO-PHILIPPINES PRO-POOR PRO-ENVIRONMENT
"
91943.jpg,I should buy Magnovox because toreros from Granada are elegant,I should buy Magnovox because color tvs must have sliding doors,,I should buy Magnovox because it would look good in the house,2,"The Magnavox Color Stereo Theatre, a complete home entertain-
ment center, with Color TV, stereo FM/AM radio, and record player.
Many elegant styles. Shown: The Granada, Mediterranean styling,
"" diag)screen, sliding doors. Maanawox
t he m agnificen t
Color Stereo Theatres from $650.
270 Park Ave. New York, New York 10017
"
65590.jpg,I should eat hagan daas ice cream because the UK has tasty strawberries,I should eat hagan daas ice cream because luxury maximises my strawberries sales ,,I should eat hagan daas ice cream  because i will become luxurious ,2,"Häagen-Dazs
The UK's must-stock take home luxury ice cream
Maximise your sales with the perfect range of 500ml tubs
In stores like yours, Häagen-Dazs ice cream is the fastest
growing luxury brand, +8.7% year on year
Häagen-Dazs is being supported by a £4.2m
Communications Campaign including TV and National Press
m in Convenience
. Häagen-Dazs is a £45m brand with £12
Within Convenience Outlets, Luxury Ice Cream is growing
more than 3x faster than Total Ice Cream (+5.4% vs
NEW
Häagen-Daz
Häagen-Danzs
Häagen
Häagen-Das
Häagen-Darsg-Das
Häagen-Dazg
cookies &
cream
chocolate
pralines &
caramel
vanilla
belgian
chocolate
mint leaves
chocolate
pralines &
cream
Häagen-Dazs
TM
strawberry
cheesecake
1 IRI Total Convenience Impulse 52w/e 1st October 2011
07/12/2011 15:21
Haagen-Dazs and associated words and designs are trademarks of General Mills C2012
GMUK11537_ICW_A4 Brochure artwork.indd 4
"
125264.jpg,I should stay at this resort because club chairs are good for hiking,I should stay at this resort because they offer horseback riding on stumps,,I should stay at this resort because they offer glamorous camping.,2,"GLAMPING, ONTHE SCALE OF SHATING
STUMP
CLUB CHAI
Glamping. As in glamorous camping. As in all the fly-fishing, hiking and horseback riding you
can handle. Paired with the 5-star amenities of gourmet cuisine, a full-service spa and a butler
No matter where you rest, when you're glamping, you're sitting pretty.
PAWS UP
FOR RESERVATIONS, CALL 1,8ฮ0.473.0601 O蛗 VISIT WWW.PAWSUP,COM
"
75794.jpg,I should buy food from this company because freestyle coke is made of bacon,I should buy food from this company because sourdough is good for my ranch ,,I should buy food from this company because it serves coke and tasty burgers.,2,"freestyle
SOURDOUGH
BACON RANCH
COMBO
"
144298.jpg,I should wear L'Oreal because their shampoo expires in 60 days,I should wear L'Oreal because Paris is a vibrant city,,I should wear L'Oreal because it is vibrant.,2,"FADING COLOR? CHANGE IT. PROTECT IT.
UP TO 60 DAYS SEALED-IN COLOR VIBRANCY
BECAUSE YOU'RE WORTH IT.T
L'OREAL
COLOR VIBRANCY
Nourishing shampoo EAL
ILY CARE
COLOR
VIBRANCY
NOURISHING SHAMPOO
TAILOR-MADE CARE WITH ANTI-OXIDANT Ui
OUR SHAMPOO SYSTEM HELPS PROTECT
AGAINST COLOR FADE
■ FOR HAIR THAT RADIATES WITH VIBRANT COLOR
Based on 4 washings per week using the system
of shampoo and conditioner
THE POWER OF BEAUTIFUL HAIR.
EVERY DAY.
SE YOUR FREE SAMPLE
CHANGEYOURHAIR.COM
Julianne Moore
ADVANCED HAIRCARE/PARIS
"
66376.jpg,I should hire this lawfirm because they will cure my headache with lots of paperwork,I should hire this lawfirm because they offer a free consultation for my grey hair ,,I should hire this lawfirm because you have been injured and want proper representation.,2,"INJURED IN AN ACCIDENT?
Workers' Compensation & Automobile Accident Insurance Pays 100%
of Chiropractic Care...and We'll do the Paperwork. YOU PAY NOTHING!
Since your accident have you experienced
Headactes
OONT IGNORE THESE
T WARNING SiaNSe
gewnle care aud the iatest relab teclowiwer
We help make a จิ lime easier on yoer
ND&chropractic care... to help yco get beter tast
in mrd
Spad ous, ste-of 1e-art physiothoapy certer
Gall for a no-obligation, free consultation:
Modesto: 000.0000 Turlock: 668-6888
NO RISK
TRIAL
FREE
MASSAGE & EXAN
CERTIFICATE
4紡
Dr Brent H
DC
Proudly serving the Modesto
area for 20 years
Modesto: 000.0000
Turlock: 668-6888
Se Habla Español
"
24778.jpg,I should drive a camaro because thunderstorms are frequent in the USA ,I should drive a camaro because it takes charge of storms,,I should drive a camaro because it is an impressive car. ,2,"MORE THUNDER FROM THE CHEUV THAT TOOK
THE PERFORmanCE พิ0RLD BY STORm
5-SPEED, 5-LITER Z28.
It's been quite a year for Camaro Z28
First, it became Motor Trend
zine's 1982 ""Car of the Year The
the official Indianapolis 500 Pace Ca
And now. it looks like the competi-
tion is in for some more rough
weather, With the introduction of the
new 5-speed. 5-liter Camaro 228
More power and more gears than last
year To take you from zero to 50
MPH with lightning-like response.
And that, of course, is in addition to
all of the advanced engineering fea-
tures that helped make Camaro the
hottest-sellin 2 +2 sport coupe on
the road today Like road-hugging
Ground Effects technology. A cockpit
designed with the latest advances in
ergonomics. And a shape so sleek.
only its shadow can match it.
The new 5-speed, 5-liter Camaro Z28.
It's going to be nearly impossible for
the competition to steal any of its
thunder
Some Chevrolets are equipped with
engines produced by other GM divi-
sions, subsidiaries, or affiliated
companies worldwide. See your
dealer for details.
USAS
Source: Ward's Automotive
Reports. Specialty Subcompact
Segment, October, 1982.
Let's get it togethe..buckle up
11.9%
FInAncinG ON ALL nEW CHEUROLET
ARS AND LIGHTDUTY TRUCKS.
11.9% annual percentage rate financing
available to qualified retail buyers on any
new Chevrolet car or light-duty tuck
You must take delivery from your
Chevrolet dealer's stock by March 31 or
GM
a factory order for an '83 by
USA-1 THKING CHARGE
Chevrolet dealer for details. Dealer finan
cial participation may affect final
negotiated price of the vehicle.
Chevrolet
"
30715.jpg,I should buy from Columbia because attractive people release fishes in the sea ,I should buy from Columbia they have lots of pockets to store beautiful green jackets ,,I should buy from Columbia because they have lots of pockets and are vented for doing things outdoors.,2,"WHAT A BEAUTY
FULLY VENTED, LOTS OF POCKETS
AND UTILITY LOOPS
The Bonehead Shirt is so darn attractive it's a wonder
people don't stuff and mount it. Why just one look at its
many features will have you start clearing a space over
Civineer, GerrRyle the mantle. With its 1000% cotton UltraLite"" poplin
lower tippet dispensers and extra large flybox pockets you can
take some comfort knowing that, however
measly your catch, at least you looked nice
For the dealer nearest you call t-B00-MA BOYLE www.columbia.com
Ephemera
"
32310.jpg,I should wear converse because all stars have unforgettable memories,I should wear converse because policemen revisit the past,,I should wear converse because they are a classic,2,"RUGS
UNFORGETTABLE
ERS
STAR
"
160228.jpg,I should buy a swimming pool because I like to drive vintage cars,I should buy a Volvo because it makes 1974 trips to Europe,,I should buy a Volvo because they last a long time.,1,"It's not only a 1970 Volvo.
Its a 1974 trip to Europe and
a1978 swimming pool.
Over 9,000000 pple will sink tbrir
lf you're ane of them, you may socs fnd hereas the last eleven ycaraae aill on
Since the average American gets rid od
verwillaldy vive jet lonoM youshoadld find yourself keepinghe
So il y op slways seens to be cuegie in your uniing osll havo
ou shousin't have much trouble delng
Land-earned mosey into new cars thisgear iteithes.9 ost ot every 0 olvos rrgistrod
your money saking leyond reac
his carafter 32 moahs your All.New 190 o will last that long, tliree years feees
the road
Aalwhile we can guarastee a nes
All-New 1973 Whatever
By 197.ou lt begin to notior a deamatic
out of teoncy, mayhe it's becane you 're
lways running out f cars
sanl 12 uonthly ear pay ments. Atabout 520
each that's $1000. Or enough o yoo and
our ife to Yaeation in Europe
A 1070 Valora n ehahte all that.
We won't undermine your in bnt
by making it ole olete in 1971-1The only H320. Emap for a maiming peel.
iiheant dsflerenee letsem a 196 anda
1970 Vlve, for esample, in a ratilation system imming pools, cmul your Yellow Pages
that lets you et freh air without opening the
windows.) So you won't ะ ind holdinealoit the ear that maka Ihan posil kiba
for several year.
By 198u rould save another
Fer farther information on Europe and
Fer further infornnation on
ult yor oa dealer.
"
127275.jpg,I should plan to have children soon because they are going to love to play with a burned doll,I should plan to call the firefighters because they can save my children's burnt doll,,I should plan an escape route if my house catches on fire because i want to make it out alive,1,"FIND YOUR CHILDREN BEFORE
THE FIREFIGHTERS DO
FIRE
KILLS
MAKE A PLAN, SO YOU ALL KNOW HOW TO GET OUT ALIVE
"
176362.png,I should buy colourful outfits because they are great for sitting on a vintage car,I should buy this product because women pick breathless scenes,,I should buy this product because it will attract beautiful women.,1,"mimo
Radi Gernreich fashions the breathless scene. And women start turning
up in colors beautiful enough to drink. Bloody Mary Red. Blizzard Lime
Screwdriver Orange. Mule Copper. And Martini Silver
Pick your favorite Smirnoff drink.Then pick a woman to match.
Smirnd Vodka 1ดเพล you breathless.
"
129471.jpg,I should buy a beach lounger because is's small but perfectly formed,I should buy a new camera because the sea is perfectly formed,,I should buy this camera because it is small but perfectly formed.,1,"SA YO
sinibomb auctions shmbooks auctions
Small, but perfectly formed
Xu:ti.onth 32mes1apbui daile came.d 3111 EVOLUSİ
monti :tu too good ty mi“
For more informatio(, onhow, you af, Create Yo.「perk
Awnlinhle nt Dinns. Currys. PC World and othor louc ng
SANYO stochlkta
"
174620.png,I should not smoke because I'm inside,I should smoke because I have curly hair,,I should not smoke because it's ugly.,1,"Ifwhat happened on your
inside happened on your outside,
would ou stilbsmoke?
Li
SOCIETY
"
137817.jpg,I should get a new tennis racket because I don't want to stop,I should get gatorade because it fails to stop,,I should get gatorade because it is good for energy,1,"S.
TO STOP IS TO FAIL
WINFROMWITHIN
"
46347.jpg,I should play the arcade hits because it has twice as many green dragons and simultaneous actions,I should play Double Dragon III because it has only two characters and thee simultaneous actions,,I should play Double Dragon III because there are twice the characters and three times the action,1,"TWICE THE
CHINA: It's a world-wide
thriller as you search
for Marion and the
Sacred Stones.
USA: All's well at the dojo...
until Marion is kidnapped
을 뽑 THREE TIMES
THE ACTIO
JAPAN: Something
mysterious is happening in
the Land of the Rising Sun
ITALY: Only your all-new
martial arts moves can
conquer the gladiators
HESACRE
STONES
OUBL
NEW CHARACTERS:
Once defeated, your
bitter enemies join
your quest.
EGYPT: Finally, you'll
confront the Curse of
the Pharoahs
THE GREATEST MARTIAL ARTS ADVENTURE SERIES
SIMULTANEOUS
2-PLAYER ACTION
THE ARCADE HIT
CONTINUES!
Licensed by Nintendo
for play on the
Nintendo
ente『tainment, tnc
Masters of the Game ETTETEn
© 1990 Technos Japan Corp. Double Dragon III. The Sacred Stonesis a trademark of Technos Japan Corporatom Accam-and Masters of the Game-are taderais f Aram Ertetament.
Inc. Nintendo.""Nintendo Entertainment System and the official seals are trademarks of Nintendo of Amenica Inc 1990 Acclam Entertainment, Inc. All nghts esenvet
"
108508.jpg,I should get a colourful monster because Nokia recommends it,I should get a nokia phone because it kills,,I should get a nokia phone because it is modern.,1,
172509.png,I should experiment with pink lipstick because I can get a donut,I should experiment with a charcoal donut because her hair is cool,,I should experiment with this because it looks tasty,1,"Charcoal
nOnut
lu
าณ
ฉีกทุกกฎความอ(อย
DUNKIN
DONUTS
ENJOY YOUR MOMENT
เเช่ร์ภาพนึ่รับฟรีทันที่ช่าร์โคล loun
"
102955.jpg,I should always use a yellow helmet while working because this can build my future and keep me safe,I should use a KeraKoll helmet because it has nice rabbit ears on it and values nature,,I should use KeraKoll for my building projects they 'build the future' while not disrupting the environment.,1,"Togethat with nature w· zan build the tuture.
Conpany
"
102455.jpg,I should check out this mascara because I can get a 50% off,I should check out this green nail polish because they're here!,,I should check out thecouponingcouple.com because they have good deals listed.,1,"heartcvs.com... view advance CVS/pharmacy ads and deals!
www.hevouponingcoupre.com
love your
skin
CONERCR
lean
every day
Matte
iheartcvs com photo credit: the couponing couple
Dove
deep
Try something new
E.
LOREAL
zi
$1
AHR
simp
Revion Ultra
G AGE ESSENTIALS
CONCEALER
mupry
with card
Va
seline
SUPE
K.
BUY 1 GET1
50%OFF
A. BUY 2 GET 3RD FREEC. BUY 2, GET $5
E SPEND $15, GET S5
BUY 1, GET 1"" 50% OFF
WITH CARD ALL
Almay cosmetics
WITH CARD ALL NYX
EXTRABUCKS REWARDS EXTRABUCKS REWARDS
cosmetics Available in select ANYL'Oreal foundation,
ANY Maybetine cosmetics
(excludes clearance)
stores and on cvs.com
powder, blush or concealer
(eacludes trialtravel sizes
and Clearance)
WITH CARO Dove body wash 12
22 oz, bar soap 2-6pk, cream
o lotion 13.5 Vasine lotion
71-20.3 02 cegina, cocoa
better 7.5 oz spra65oz
setums 6.8 coF ALU Simple
tackal care
B, BUY 1, GET 1. 50% OFF
s.mwatsoerkntd3
H. BUY 1, GET 1. 50% OFF
per honeroid w cand 000301 ITHCARD ALL Rimmel
.
WITH CARD ALL CoverGir
p, foundation, powder
blush, concealer, Beauty card 20031832
360 cosmetic brushes o
F. BUY 2, GET $S
jewery,
EXTRABUCKS REWARDS L
ANY Sally Hansen cosmetics
(excludes clearance)
Available in select stores
D. BUY 2 GET 3RD FREE
WITH CARD ALL Nuance
Salma Hayek facial care,
ews offer nt o3 2 for $3 or 250 ea WITH CARD
hca 200310410 Poparazzi nalil (excludes kits)
pes housetod with
iheartcvs.com... view advance CVS/pharmacy ads and deals!
"
13961.jpg,I should follow my paper aeroplane because of its powering potential,I should follow my dreams because I am investing in possibilities,,I should follow bny mellon because it has powering potential,1,"Throughout its history, BNY Mellon has
assumed a responsibility beyond its employees
and shareholders. Its people have always
strived to make a difference to the world
and in the lives of others. Powering Potential,
BNY Mellon's charitable giving focus, helps
others by concentrating on basic needs and
workforce development.
> Powering Potential.
Investing in possibilities.
Realizing dreams.
It is our great pleasure to support Thurgood
Marshall College.
BNY MELLON
Powering Potential.
49,000 employees around the globe
powering the potential of the communities
in which we live and work.
bnymellon.com
©2012 The Bank of New York Mellon Corporation
"
67287.jpg,I should give a hand to wildlife because WWF can make my hands look like elephants with tiny little fangs,I should give up putting on fangs on my hands because WWF protects wildlife and likes elephants,,I should give to the WWF because i like elephants and i can give money from my hand to help them,1,"Give a hand to wWdlfe WWF
ww下
"
171149.png,I should buy a new fridge because it only costs $20 million,I should buy some small appliances because they last 3 days,,I should buy products in this sale because it will save me money.,1,"TV, FRIDGES, WASHERS, LAPTOPS & MORE
22NOV-24 NOV
WAREHOUSESTOB ENEEE
'80%
ΤΟ
MORE
THAN
MILLION STOCKSTO BE CLEARED L
ALL DİSPLAYSE SM ST
!
WASHER
Panasonic
NA FT5S3
ome
Electrohnx
WFT-9101
TOP LOAD WASHER
NA 10704
FRONT L
TOP LOAD WASHER
TUMBLE DRYER
$399)
UP $599
FRIDGE
HITACHI
Panasonic
NR-BY602
LG
AT-533
2DOORS TOP FRLEZER
2 DOORS TOP SREEREA
KA-39W
UPS1199
UP $1799
$99S669$699$869O$899
UPS1849
HOOD & HOB (EF ELBA, TECNO. TURBO, UNO
BRANDEDC
BRANDED
BUILT IN 9OCM
STAINLESS STEEL HOB
BRANDED
OCM CONVENTIONAL HOCO
BRANDED
BUILT IN 9OC GLASS HOB
BRANDED
BULT IN OVEN
0 M3/HR
UP$599
Now $269
UP$299
Now $189
NEW
-NOW $299
Now $289
Now $399
COMPUTER
lenovo
oyomi
TO-944
Panasoni
STANO FAN
I
FEI-2003c
DRY IRON
NEW
MIGROWAVE OVEN
IMITED STOCK
9.0
NEW
Audio House
"
112731.jpg,I should use caution when throwing away cables because whales risk extinction,I should use wires because they are like whales risking extinction,,I should use wireless instead of wires because it will help reduce waste in the world.,1,"ideas for life
WIRES ARE UNDER EXTINCTION
and 1.000 wts RMs
DVD THEATER PANASONIC. NOW
"
149210.jpg,I should vacation to a mountain because I can see 800 big skies,I should vacation to Montana because white clouds will follow me,,I should vacation to Montana because there are beautiful views to see.,1,"Accept the
challenge
of a mighty land.
Put yourself
in Montana
Montana
BIG SKY COUNTRY
2
Experience the adyenture with your free Vacation
Planning Kit. Call 800-VISIT-MT (847-4868),
ext. 862, or find us at http://travel.mt.gov on the web.
Bob Marshall Wil
"
73555.jpg,I should eat more fish because it looks like a bottle,I should eat snails because I eat what my food eats,,I should eat better food because i am what i eat - literally,1,"You eat what
your food eata.
Make sure it's natural
Slow Food
"
64387.jpg,I should buy a red dress because I guess it's unfashionable,I should buy Guess because I will have a net behind me,,I should buy this Guess handbag because it will make me more attractive.,1,
127280.jpg,I should wear a helmet because I can be a turtle!,I should wear a turtle shell because it is slow,,I should wear a helmet.  because it is important. ,1,"EVEN THE
SLOWEST
ANIMAL KNOWS HOW
IMPORTANT
A HELMET IS.
EOR MAVY PEOPLEBTTIS SNPLY ADVENTURE FOR US IS A PLEASURE ANDSFETY AN ISLUIGENT PLEASURE
WERE SRE voirLU0ERSTAND THS ESSAGE AFTER , YOURE ABRE READER
MAGAZINE
"
174536.png,I should use a nice travel because I like to walk on wooden bridges,I should use this service because it doesn't offer unforgettable experiences,Can't understand the ad,I should use this service because it offers benefits and rewards.,1,"Citi Prestige
Benefits
Enjoy the highest level of service
upgrade your travels, access
unforgettable experiences and be
rewarded every step of the way
"
172160.png,I should read my family tree because it can show me for how many generations heart disease has been in my family,I should read this Heart Research Centre message because I can have a family tree growing inside my heart and staying there for generations,,"I should head this Heart Research Centre message, because it alerts me that my body and it's organs are the product of many environments and many lives. ",1,"Mary Copm
921 196
19
Alex Cooper
1968-109y
Harry Cper
Laxra Coper
92-1390)
932-198
Heart disease can stay in the family for generations.
1 in 2 Austraian famlies are now a risk Your donation wil heip us hep tim Heart Research Centre
CALL THE HEART HELPLINE ON: 9347 5490
"
31044.jpg,I should want to be covered in snow because it looks warm,I should want a jacket because it's 20% correct,,i should want to get this because it look warm,1,"OMNI-HEAT:
20%% WARMER
WHEN APPLIED CORRECTLY.
EAT ELITE
JACKET
SColumbia
"
71983.jpg,I should support freedom because it has a nice hand writing,I should support this organization because they make handwritten keys,,I should support this organization because they want a free world.,1,"aAON
AMNESTY
h hr ww.amest
"
103118.jpg,I should protect spiders because otherwise their webs will be torn apart,I should protect nature because I like to make ribbons on spiderwebs,,I should protect and conserve nature because it is important to the environment,1,"The Nature
Conservancy
nature Preserving ile
"
134944.jpg,I should smoke because I'll fade away,I shouldn't smoke because it'll turn me into a puff,,I shouldn't smoke because it shortens my life.,1,"YOU FADE AWAY WI
"
